,center,area_m2,avg_stars,choice,no_truck_length,distance_pool,avg_housing_price,foreclosure_count,foreclosure_over_area
228,"40.0620858001313,-75.16541183492471",154204,2.75,False,0.0,0.005622581222891925,19776.0,1,6.484916085185858e-06
229,"40.04933624312592,-75.17992668127495",247914,4.5,False,2686.971531859887,0.0051233582535864545,9120.0,3,1.2100970497833926e-05
230,"40.06210869415724,-75.17588608699235",375823,,False,0.0,0.004362402459372444,33376.0,2,5.321654076520064e-06
231,"40.06424756141112,-75.1815030195025",378621,5.0,False,0.0,0.0027840773769002456,29952.0,0,0.0
232,"40.06873626538944,-75.18661254394007",340594,,False,0.0,0.009135670960799402,64320.0,2,5.8720940474582645e-06
233,"39.969909449233,-75.12780380403518",97212,4.277777777777778,False,2672.694019108957,0.0008143380653775766,14032.0,2,2.057359173764556e-05
234,"39.97211564750898,-75.13794556377428",386425,4.1,False,2751.079804020169,0.0,4000.0,3,7.763472860192793e-06
235,"39.9711266902666,-75.14286472237202",89191,4.076923076923077,False,372.11933865408514,0.001444463161264058,10368.0,0,0.0
236,"39.973266311590486,-75.15440577363422",58217,,False,0.0,0.0028783965530263106,15040.0,1,1.7177113214353194e-05
237,"39.97519865207041,-75.15318611718047",85813,,False,0.0,0.0008028331755253249,12032.0,0,0.0
238,"39.97818236969747,-75.16408845715173",108531,3.25,False,0.0,0.002364128796984638,8688.0,0,0.0
239,"39.9808513853797,-75.17407848368478",91104,2.5,True,0.0,0.001997164723425699,5440.0,1,1.097646645591851e-05
240,"39.98115153231208,-75.17646624076434",45730,,True,0.0,0.0027546840003411285,2960.0,3,6.56024491581019e-05
241,"39.98144960890114,-75.17876456391139",86106,3.5,True,0.0,0.002709464059811957,3520.0,4,4.645437019487608e-05
242,"39.98174825170976,-75.1810837790832",46804,,False,0.0,0.0037105299001479845,2784.0,1,2.13656952397231e-05
243,"39.98154883277418,-75.18308821916038",49205,,False,0.0,0.004971273099047004,3008.0,0,0.0
244,"39.98607939569331,-75.17680850817752",246083,3.75,False,717.483079598501,0.0,2816.0,0,0.0
245,"39.98810023051461,-75.18145163119975",131384,3.0,False,0.0,0.0036641140745216666,3302.0,1,7.611276867807343e-06
246,"39.98485092096353,-75.1815230324385",179103,4.071428571428571,False,0.0,0.0042887565640231055,3008.0,4,2.233351758485341e-05
247,"39.98847526345462,-75.18542422593907",97835,,False,0.0,0.00039577710624213785,3104.0,2,2.044258189809373e-05
248,"39.98542636235185,-75.18608857364053",95237,,False,0.0,0.002557560635740283,2400.0,2,2.100024150277728e-05
249,"39.985926396698645,-75.16563436756022",66914,,False,0.0,0.004740789149872561,2432.0,5,7.472277849179544e-05
250,"39.98531500957709,-75.17310557258828",93406,,False,0.0,0.0005201464413421783,1904.0,0,0.0
251,"39.98306618740092,-75.1736022894071",46349,,False,0.0,0.0020843452149216083,2336.0,2,4.315087704157587e-05
252,"39.98336402060447,-75.15774297405297",96981,3.3,True,0.0,0.001302583093899167,3840.0,0,0.0
253,"39.98449134183236,-75.16076347980018",69580,3.0,False,0.0,0.0022966501887145907,400.0,4,5.748778384593274e-05
254,"39.98355094914808,-75.1472677410061",50061,4.0,True,0.0,0.004562456272513423,2832.0,0,0.0
255,"39.98082968866439,-75.13620930375387",110909,4.3,False,1102.854638778741,0.006346806014636275,3084.0,2,1.8032801666230875e-05
256,"39.97887537247605,-75.13523918524717",69048,4.0,False,0.0,0.0048258152650585435,4800.0,1,1.4482678716255359e-05
257,"39.97303486694798,-75.13193838792552",125495,3.96875,False,5970.475312831207,0.0019621246767344423,9248.0,4,3.187377983186581e-05
258,"40.03101417944018,-75.12649118093414",110557,3.3333333333333335,False,1212.011818814059,0.006110366474878471,10560.0,0,0.0
259,"40.02887466113639,-75.12959474476624",111539,,False,1336.492462333189,0.008609681772211851,9680.0,3,2.6896421879342653e-05
260,"40.031396841104026,-75.13013110016564",70012,4.0,False,1664.9089210041511,0.007572579897207888,9120.0,0,0.0
261,"40.02160001420551,-75.12979174088277",167683,,False,2029.0601958196469,0.0067133563324723675,8544.0,2,1.19272675226469e-05
262,"40.02193818307329,-75.1212946008199",83273,2.0,False,2434.162305706172,0.0,10656.0,2,2.4017388589338683e-05
263,"40.020250264167565,-75.10785927130101",352697,3.5,False,787.82797922363,0.008193063281128099,11328.0,1,2.835294884844498e-06
264,"40.015620961228976,-75.11418485441385",413289,2.5,False,981.602356040079,0.004843682098530477,9792.0,1,2.4196143618630063e-06
265,"40.02076641331526,-75.11837553561871",134001,2.8333333333333335,False,2191.435607750625,0.0007347162117898315,10224.0,1,7.462630875888986e-06
266,"40.02355749237828,-75.11607239294176",86828,,False,1682.927118090176,0.003135729522890385,10080.0,4,4.6068088635002536e-05
267,"40.02293243757698,-75.11317501755791",205405,4.5,False,876.021822715938,0.004897498014476274,10400.0,2,9.73686132275261e-06
268,"40.02436991325087,-75.1186274816739",79741,,False,2001.454614951143,0.0011915533661398473,10016.0,3,3.7621800579375726e-05
269,"40.02573409151834,-75.11556321762848",47623,,False,0.0,0.0048473037370728046,10016.0,2,4.1996514289313985e-05
270,"40.01957244736551,-75.11459401223529",51365,3.5,False,0.0,0.004991554581697828,9248.0,9,0.00017521658717025213
271,"40.02775935825622,-75.11805603494143",176705,3.5,False,1191.100561799543,0.002962185553569277,12896.0,2,1.131829885968139e-05
272,"40.029625270726335,-75.1139972553522",193939,,False,2795.799603859535,0.002059079838434082,14656.0,4,2.062504189461635e-05
273,"40.07042373399828,-75.06156227857097",585041,3.75,False,0.0,0.012391033619161353,26016.0,2,3.4185638271505757e-06
274,"40.0714709,-75.044391",5200674,4.0,False,3185.5591809869343,0.0034332687107583577,,0,0.0
275,"39.91341299663765,-75.1626629590711",198371,3.5,False,460.401180813741,0.006609894945241187,14880.0,2,1.0082118858099218e-05
276,"39.90205558851889,-75.1846037573143",1496922,2.8,False,0.0,0.009248399582287264,,0,0.0
277,"39.91400252241685,-75.16904596352259",233564,3.8333333333333335,False,930.506229368917,0.007013033433123441,19200.0,1,4.281481735198918e-06
278,"39.91043674813081,-75.17447565162736",298375,4.025,False,1604.3998922473033,0.0025081200236336284,28896.0,0,0.0
279,"39.91213584118287,-75.15432860843794",538503,3.2960526315789473,False,3239.598155236281,0.0012567175186348934,9216.0,1,1.8569998681530094e-06
280,"39.92043269219198,-75.14896127673545",59401,3.6666666666666665,False,1537.873642939314,0.0045956624601208055,11776.0,1,1.6834733421996263e-05
281,"39.90554870101542,-75.17071871922478",1286624,3.2375,False,103.640843290204,0.006595858001941122,,0,0.0
282,"40.00392882708598,-75.13276743102595",163646,,False,1720.400911126961,0.0012016597571120162,2176.0,0,0.0
283,"40.00316281167228,-75.12626523496228",134509,1.5,False,1447.829592201678,0.000884895402788611,4160.0,3,2.2303340296931804e-05
284,"39.89884084379826,-75.24473643303351",840411,2.3076923076923075,False,0.0,0.013797755553038778,6400.0,0,0.0
285,"39.90314295405235,-75.24809071920636",517919,,False,3086.8521016724208,0.012427090570808156,19040.0,10,1.930803851567523e-05
286,"39.94751394853978,-75.23790037937765",89714,,False,0.0,0.00036725010045226826,9280.0,6,6.687919388278306e-05
287,"39.95365623682328,-75.21390328454558",121087,4.166666666666667,False,0.0,0.006145638080981381,22560.0,5,4.129262431144549e-05
288,"39.953821273030485,-75.21907514370896",131395,3.586206896551724,False,1121.59711068413,0.00823553731681728,13552.0,1,7.610639674264622e-06
289,"39.971657870219886,-75.26264663631498",2106698,2.3333333333333335,False,0.0,0.004728779514473509,,0,0.0
290,"40.07398822757047,-75.18231308602348",586719,,False,643.067557345326,0.012112900915775692,22432.0,7,1.1930753904339215e-05
291,"40.077236806266825,-75.1680520578987",302123,2.0,False,0.0,0.01947713824887958,20848.0,2,6.6198204042724325e-06
292,"40.07056960411355,-75.17386645340953",343710,,False,0.0,0.012678459115192232,24512.0,3,8.728288382648164e-06
293,"40.06472796046415,-75.1706424989459",277162,,False,0.0,0.00813723396591891,23376.0,0,0.0
294,"40.05384857931313,-75.15220821454147",117082,2.5,False,492.394461448054,0.004084722722908342,11440.0,3,2.5623067593652313e-05
295,"40.056087438606994,-75.13368615989543",462296,3.25,False,0.0,0.009219422216838526,25544.0,1,2.163116271825843e-06
296,"40.04953801548509,-75.13493818593025",425897,5.0,False,0.0,0.007764246195561597,21760.0,6,1.408791327480588e-05
297,"40.050311495514485,-75.14032788060744",224918,2.0,False,2256.063665016775,0.003962733605536214,17920.0,2,8.892129576112183e-06
298,"40.05237122688814,-75.12458885084962",169695,3.909090909090909,False,678.697759947572,0.016774648098327974,,2,1.1785851085771531e-05
299,"40.03037166545023,-75.12047228718721",264597,2.5,False,0.0,0.00019676814035233,13376.0,1,3.7793323431482592e-06
300,"40.03403077938675,-75.13713816002252",341285,1.0,False,1701.61506223486,0.0,11040.0,0,0.0
301,"40.036690408159934,-75.14176654994803",353222,3.0,False,0.0,0.0007212262367760787,9888.0,2,5.662161473520902e-06
302,"40.04272216499375,-75.14566446673301",114590,3.25,False,0.0,0.005076046779131009,13824.0,1,8.726764988218868e-06
303,"40.04666552325924,-75.14675453966184",221711,2.6,False,0.0,0.0019050681210370324,13280.0,5,2.2551880601323345e-05
304,"40.03303622763349,-75.14867472955989",238022,,False,0.0,0.008656642095350432,12832.0,3,1.2603876952550605e-05
305,"40.02937094310765,-75.14989861434498",163639,4.5,False,0.0,0.010750934754048452,7616.0,3,1.833303796772163e-05
306,"40.04296781343533,-75.14865953291618",144500,2.5,False,0.0,0.004364098446938909,13600.0,4,2.7681660899653978e-05
307,"40.02837830325448,-75.15360280305154",128694,2.5,False,1227.533625898583,0.010962747020835852,8352.0,3,2.3311110075061775e-05
308,"39.95769348642242,-75.17574855187762",225466,3.9,False,2489.49740099876,0.010678857738564099,67072.0,0,0.0
309,"39.94939254137552,-75.15833725384857",172655,3.7240437158469946,False,0.0,0.010012610627548366,64640.0,0,0.0
310,"39.951941562294536,-75.17891094248007",66085,3.921875,False,0.0,0.005610575019824068,10880.0,0,0.0
311,"39.948768642912775,-75.16935042562218",72244,3.7713178294573644,False,444.941966784153,0.006101711575586625,42592.0,0,0.0
312,"39.94693719133748,-75.15503895384236",82977,3.554054054054054,False,0.0,0.009985009506498426,78176.0,3,3.61545970570158e-05
313,"39.94742081049282,-75.15840070755404",72187,3.895348837209302,False,0.0,0.008289238969042394,64064.0,2,2.7705819607408536e-05
314,"39.94804031909458,-75.16348084698376",51207,3.5277777777777777,False,128.49618370186,0.007599707627678302,6448.0,11,0.00021481438084636865
315,"39.94775740619352,-75.16119078653664",54303,3.671171171171171,False,222.3078274526232,0.007658522527373097,4702.77,1,1.8415188847761633e-05
316,"39.9449780211271,-75.1581628580693",70892,4.148148148148148,False,0.0,0.006521883998285317,35296.0,3,4.2317892004739605e-05
317,"39.94383812978143,-75.16277363764937",52742,3.8181818181818183,False,0.0,0.0042073606883582405,41360.0,0,0.0
318,"39.945761788795934,-75.16284392035375",31859,3.75,False,223.9839234690609,0.005279594897767529,43200.0,1,3.13883047176622e-05
319,"39.94555410981148,-75.16426355063341",36069,3.689655172413793,False,125.172576658593,0.005238618558766542,38944.0,0,0.0
320,"39.94782290440121,-75.17732535897674",79153,4.035714285714286,False,0.0,0.003283671191815867,82400.0,0,0.0
321,"39.946441631607314,-75.18000703263787",61483,3.8333333333333335,False,901.18252237025,0.001508795555921172,41600.0,0,0.0
322,"39.94601892877472,-75.17660322461383",65478,3.96875,False,1444.478835244777,0.004644729423330921,50240.0,0,0.0
323,"39.94560032045396,-75.17327436231686",58591,3.6666666666666665,False,0.0,0.002766651000276263,30400.0,0,0.0
324,"39.94525761561779,-75.16985872407214",65656,3.875,False,0.0,0.0026976497543429413,59456.0,1,1.5230900450834653e-05
325,"39.94520872683956,-75.16655600119782",75093,3.7195121951219514,False,0.0,0.003716959785755898,52224.0,0,0.0
326,"39.9475260474539,-75.18326391730783",121441,4.333333333333333,False,317.108575092089,0.0,41440.0,0,0.0
327,"39.97043588493534,-75.13285494816843",68793,4.016129032258065,False,6611.382555224586,0.0028413339595651345,22400.0,0,0.0
328,"39.97581233279937,-75.12780111134997",68110,4.25,False,2808.855430207782,0.002479199214439522,9568.0,1,1.4682131845543973e-05
329,"39.974235879608784,-75.12624939018501",67108,4.25,False,1622.131873339273,0.0008300101703937408,12032.0,0,0.0
330,"39.979172340929786,-75.11690662009632",77009,4.5,False,1768.915288151066,0.0005428077264744824,8944.0,1,1.2985495201859523e-05
331,"39.97929330708176,-75.12800492448173",87161,3.9642857142857144,False,197.818560205715,0.00554794033719608,9008.0,2,2.294604238134028e-05
332,"39.97768455679811,-75.1258173044992",84497,3.782608695652174,False,398.047676369516,0.004089872469144058,8256.0,2,2.3669479389800822e-05
333,"39.976006147892456,-75.12271614689955",117990,3.75,False,634.510793318563,0.0028097833345044642,8192.0,2,1.6950589032968897e-05
334,"39.98045583680574,-75.12497853038697",91074,4.5,False,2418.612510971924,0.0035798568191988743,8174.0,4,4.392032852405736e-05
335,"39.98193651220307,-75.12300455926876",63021,4.2,False,4270.164514785171,0.002852840062726757,7904.0,4,6.347090652322241e-05
336,"39.98315343468917,-75.12060747362806",65124,4.0,False,3826.0693053688165,0.002682472684150851,7552.0,3,4.6065966463976415e-05
337,"39.98514481032566,-75.1275996509354",90234,4.5,False,2704.459454497634,0.0027404317052579885,3232.0,1,1.1082297138550879e-05
338,"39.9860523951961,-75.123897841882",206518,4.1,False,8017.975013241879,0.005180362448686758,3152.0,7,3.389535052634637e-05
339,"39.98669781698382,-75.12719115607673",94693,4.25,False,4155.415121125434,0.003555559756678723,3456.0,5,5.280221346878861e-05
340,"39.98341756461022,-75.13399035509875",90137,3.3,False,772.91720024617,0.0034757847001599747,3620.5,0,0.0
341,"39.983713671782354,-75.13627263100604",51405,5.0,False,0.0,0.0038185735618959395,544.0,0,0.0
342,"39.98948224894124,-75.13222559797165",59941,,False,548.483674790965,0.0,800.0,0,0.0
343,"39.989327475134445,-75.12909056237511",116588,3.75,False,1498.4702576568009,0.0016253498693249025,2736.0,0,0.0
344,"39.98739962080924,-75.14027500220764",53675,,False,2236.591677892402,0.0059461009948385815,1248.0,0,0.0
345,"39.99061492242482,-75.14101043188957",139842,1.0,False,2238.545203749368,0.005870135948062321,1216.0,3,2.1452782425880637e-05
346,"39.98801139970924,-75.1437994691974",148851,,True,0.0,0.00607515950136645,1440.0,0,0.0
347,"39.98797593236803,-75.1482212959509",267234,3.8333333333333335,True,0.0,0.0016820907451048552,1984.0,1,3.7420388124265625e-06
348,"39.99267130352425,-75.15098483070614",48759,,False,0.0,0.0032803578128730287,1984.0,3,6.152710268873438e-05
349,"39.98769409293451,-75.1548333545418",66541,3.0,True,0.0,0.0017620895895569136,8000.0,0,0.0
350,"39.987399837021634,-75.15848222165997",73703,3.5833333333333335,True,584.659251408252,0.003986628841768078,2464.0,5,6.783984369700012e-05
351,"39.989839254209855,-75.1591908022902",68583,,False,584.659251408252,0.006454908239866946,2688.0,1,1.458087281104647e-05
352,"40.03323359298293,-75.11344954015208",182892,,False,1558.829006363848,0.001851740681344115,13216.0,2,1.093541543643243e-05
353,"40.0386761298991,-75.10712449427776",745885,3.1538461538461537,False,1452.367396200164,0.0057814706239354445,315552.0,1,1.3406892483425728e-06
354,"40.03219696512522,-75.10510212670822",226704,3.1666666666666665,False,0.0,0.008161303878629279,12352.0,2,8.822076363893005e-06
355,"40.03500895685303,-75.10976333262488",244870,,False,4948.146996007432,0.005884522267304118,14528.0,0,0.0
356,"40.02283821486709,-75.10082418475506",1329429,2.4,False,4075.269979599684,0.0014854257424501975,11584.0,3,2.2566079121186613e-06
357,"40.01227551187604,-75.08302593253846",96430,5.0,False,890.1495149381549,0.009676640865129569,7584.0,0,0.0
358,"40.015247060548354,-75.07016159763987",66240,5.0,False,355.145360054539,0.014057661691717077,8112.0,4,6.038647342995169e-05
359,"40.01607727202369,-75.06830973993202",87414,,False,1178.768439377322,0.012193857487388587,9056.0,2,2.2879630265174915e-05
360,"40.016167930544285,-75.06511504648749",91265,2.0,False,756.317832153843,0.009287636151667472,10496.0,4,4.382841176792856e-05
361,"40.01927356663693,-75.06982318707792",189747,,False,414.313453850206,0.012103544819122092,10416.0,2,1.054035109909511e-05
362,"40.01331825505566,-75.0766853661505",209409,,False,2439.17468584374,0.014305294400732298,5440.0,3,1.4326031832442731e-05
363,"40.01288014789032,-75.07186966889911",68504,3.5,False,1129.320448626173,0.012851957295507943,7264.0,3,4.379306317879248e-05
364,"40.01592669610813,-75.08318504880226",152193,3.1666666666666665,False,2762.182315759895,0.008722730975708363,31168.0,1,6.570604429901507e-06
365,"40.019152346037394,-75.08010085630983",178909,2.8333333333333335,False,1390.007161879259,0.009542675423549354,7968.0,6,3.3536602406810164e-05
366,"40.01736127747414,-75.0770689471995",125484,4.0,False,1084.235687002845,0.013577920307628605,6336.0,2,1.59382869529183e-05
367,"40.02011257359997,-75.07456676952262",83453,,False,1504.016504000579,0.015916191771168528,9472.0,5,5.9913963548344574e-05
368,"39.97821285630973,-75.26536605505818",118514,3.55,False,0.0,0.021407246987056358,15808.0,1,8.437821691952006e-06
369,"39.96769905522986,-75.2488308925547",117234,,False,0.0,0.007869352824182711,8608.0,6,5.1179691898254774e-05
370,"39.96890466976296,-75.22562278841531",168052,3.5,False,0.0,0.005965925378209562,4800.0,1,5.950539118844167e-06
371,"39.96633422213101,-75.21925640340804",164160,,False,0.0,0.0010217977003040939,4800.0,3,1.827485380116959e-05
372,"40.04615333630304,-75.1679755839341",212871,3.5,False,0.0,0.004360277538808431,9728.0,5,2.3488403775056253e-05
373,"39.982243020728326,-75.23320658564825",398463,3.1,False,0.0,0.0017231337800923043,14208.0,2,5.019286608794292e-06
374,"39.9810454,-75.2614035",554983,2.5,False,0.0,0.010032244406103848,50720.0,2,3.6037139876356575e-06
375,"40.00390933334598,-75.21143926146244",213048,3.0,False,0.0,0.02222475462490614,,0,0.0
376,"40.00747967111981,-75.2093582102849",226108,2.68,False,0.0,0.02014814311031804,,0,0.0
377,"39.960202938703446,-75.15832758229578",372742,3.891891891891892,False,892.686354190361,0.005134404161891915,37812.0,1,2.682820825128373e-06
378,"40.032870554223365,-75.05434544326239",96831,3.85,False,2125.578004566643,0.004979822960752298,18192.0,3,3.0981813675372557e-05
379,"40.09533259445048,-74.96458727793804",383477,,False,0.0,0.03472224397837529,22176.0,3,7.823154974092318e-06
380,"40.02859847469319,-75.13379614561683",267006,3.8125,False,1585.352608634666,0.004850943134559124,10400.0,3,1.1235702568481608e-05
381,"40.01627009102608,-75.09190105989833",347539,3.25,False,1109.539235155667,0.0025616406168799933,6432.0,9,2.5896374219871725e-05
382,"40.01118413278638,-75.09162985519265",338102,3.75,False,3040.166699784813,0.0029211936545889884,7312.0,12,3.549224790152084e-05
383,"40.00762035754549,-75.0880361460067",283079,3.375,False,2354.008553239201,0.007919977885144133,6048.0,7,2.4728079440721495e-05
384,"40.01045483518229,-75.08364911386008",268138,3.15,False,1427.804097562952,0.00873972457647758,5920.0,3,1.1188268727297137e-05
385,"40.014163753277465,-75.08016665063786",122936,5.0,False,2355.3662311006738,0.012185987673083144,4544.0,3,2.4402941367866208e-05
386,"40.0185741039806,-75.06041266563818",219346,3.7142857142857144,False,4551.694289042863,0.002068157360833341,11392.0,7,3.191305061409827e-05
387,"40.016382414683854,-75.07308165664043",134255,,False,2988.708638916566,0.015306236570306555,7968.0,11,8.19336337566571e-05
388,"40.03253566823013,-75.0753193396015",205354,3.2142857142857144,False,3392.7580987742895,0.0035731315518158224,14336.0,1,4.869639744051735e-06
389,"40.05202051656413,-75.09252279029032",170998,3.375,False,0.0,0.007713273118308869,19888.0,2,1.1696043228575773e-05
390,"40.05443254559223,-75.08081739494352",264803,3.7,False,3308.9064847041172,0.0,21632.0,6,2.2658353568501868e-05
391,"40.05130439217072,-75.08379054732869",220947,,False,3102.840388581788,0.0064443346156731795,21728.0,2,9.051944583995257e-06
392,"40.0443208,-75.0811345",200558,,False,1790.815676900927,0.010471919755236528,19232.0,3,1.495826643664177e-05
393,"40.05275903185825,-75.06246284510168",501855,2.9571428571428573,False,3093.57717379027,0.008268128379430644,22080.0,1,1.9926074264478782e-06
394,"40.049297899363566,-75.05571273801446",503157,2.7205882352941178,False,1950.939481962573,0.01251204435382588,23872.0,1,1.987451232915372e-06
395,"40.04789373481,-75.07207053945675",195846,3.5,False,0.0,0.006429855921831417,25056.0,0,0.0
396,"39.94057929420012,-75.17962692796249",69137,3.875,False,0.0,0.004041922736784012,5408.0,1,1.446403517653355e-05
397,"39.94297419392468,-75.18195856635616",49067,3.5,False,2144.059920976857,0.002682358281452785,11312.0,0,0.0
398,"39.94255853471135,-75.17919599319767",55993,4.25,False,1464.879343733978,0.003667542236891807,13920.0,1,1.785937527905274e-05
399,"39.94432113215257,-75.17874898433399",55552,3.8518518518518516,False,1389.358701202425,0.003097537227521619,22589.48,0,0.0
400,"39.94367203310152,-75.17629962147086",48609,3.7777777777777777,False,0.0,0.00401308378092258,14368.0,0,0.0
401,"39.94135816283232,-75.15451775853688",73222,4.005747126436781,False,0.0,0.006676004967267315,30736.0,1,1.3657097593619404e-05
402,"39.93732055994702,-75.14613752712405",116410,3.9761904761904763,False,5395.339168928038,0.004078272154137984,44512.0,3,2.5770981874409414e-05
403,"39.93922645191276,-75.15453062305421",65693,4.225,False,771.292404969368,0.004618514309140956,23904.0,1,1.5222322012999864e-05
404,"39.94077160039137,-75.17226861852866",65312,3.5,False,1787.832098211901,0.00020172579516793346,11296.0,4,6.124448799608035e-05
405,"39.93700865782126,-75.17571665711517",147279,3.8666666666666667,False,1668.710079213691,0.0,5120.0,5,3.394917130072855e-05
406,"39.937026495771015,-75.16863543659441",65744,4.166666666666667,False,0.0,0.0027326759177562954,16960.0,0,0.0
407,"39.93513594363757,-75.1698161711343",64351,4.0,False,1800.484011632034,0.0027842556815437874,9600.0,5,7.769887025842644e-05
408,"39.93565513734936,-75.16375276638556",70945,4.0,False,448.980521799591,0.0029325413384540333,13696.0,2,2.819085206850377e-05
409,"39.93393028193092,-75.15608332622763",101409,3.888888888888889,False,300.70133189512103,0.002698131578572289,12096.0,1,9.861057697048585e-06
410,"39.93606547818098,-75.15691580658402",69335,4.166666666666667,False,454.535737923903,0.0042779702059033125,16896.0,0,0.0
411,"39.93716237771263,-75.15483556210971",54931,4.076923076923077,False,447.576615136454,0.0030714698525351326,21504.0,0,0.0
412,"39.93464097352936,-75.14890613792586",124327,4.0,False,2281.962240618306,0.00046993288795837626,17008.0,3,2.412991546486282e-05
413,"39.93539601169182,-75.15221376380761",119679,4.485294117647059,False,0.0,0.0,4064.0,2,1.6711369580293953e-05
414,"39.93272841214085,-75.15196532882554",56620,,False,446.725783512249,0.00020678875401758585,12640.0,1,1.7661603673613565e-05
415,"39.92612229472088,-75.15424967217571",75068,4.0,False,0.0,0.0023817117858932614,7264.0,1,1.3321255395108435e-05
416,"39.92573941861848,-75.15114947235735",72704,4.071428571428571,False,2310.0440584536022,0.00465458892369096,11456.0,1,1.3754401408450705e-05
417,"39.93099955389837,-75.15316097152268",74972,3.6666666666666665,False,1152.011260368148,0.0014542027589273527,10048.0,1,1.3338312970175532e-05
418,"39.928563169074906,-75.15370381024212",74800,4.375,False,861.674045110198,0.003953285781293648,7136.0,2,2.67379679144385e-05
419,"39.92814460870285,-75.15041419348647",81340,3.6,False,4169.280687461122,0.003956413508549883,11536.0,1,1.2294074256208507e-05
420,"39.99272103843994,-75.15872713693483",58045,,False,0.0,0.0074950253709702794,2384.0,0,0.0
421,"39.99236619253488,-75.16066158224493",69696,,False,0.0,0.006384735536285614,2624.0,3,4.304407713498623e-05
422,"39.98865725964309,-75.16227738132947",94493,4.0,False,0.0,0.005121672907079299,2848.0,4,4.2331177970854984e-05
423,"39.9929823634308,-75.16247356829827",89857,,False,0.0,0.003846027230719761,3952.0,2,2.225758705498737e-05
424,"39.989322600355145,-75.16713590409373",63870,,False,0.0,0.002185543037980456,2496.0,2,3.131360576170346e-05
425,"39.98900596853037,-75.16496350576332",66884,,False,0.0,0.0032283992363209175,1636.0,5,7.475629447999521e-05
426,"39.99350264097659,-75.16968551222995",46180,,False,0.0,0.00027337364672602884,4800.0,1,2.1654395842355997e-05
427,"39.99504157403773,-75.16934451374374",49605,,False,0.0,0.0008987629091470945,5040.0,1,2.0159258139300474e-05
428,"39.92561081305013,-75.17439348094784",112921,4.346153846153846,False,0.0,0.008955802261449762,8448.0,4,3.5422994837098504e-05
429,"39.99628354426538,-75.18517219739395",152985,,False,0.0,0.004667856399708892,3968.0,1,6.536588554433441e-06
430,"39.99329047133283,-75.18298272884697",151967,,False,0.0,0.002786039732311965,3632.0,5,3.2901880013423964e-05
431,"39.99480519273807,-75.17348592096349",143311,4.0,False,0.0,0.003479977267622706,3392.0,1,6.977831429548325e-06
432,"39.99136498702914,-75.17493733069008",142558,,False,0.0,0.0017383005049529394,3376.0,3,2.1044066274779386e-05
433,"39.99574860468833,-75.18079673516138",113055,,False,0.0,0.006024960420907372,3520.0,4,3.538100924328866e-05
434,"40.01053801843442,-75.17609951765667",679378,2.5,False,0.0,0.004692929210324451,,0,0.0
435,"40.00750905519612,-75.18259286711404",356113,4.078947368421052,False,548.052013246412,0.005062869217116978,7037.055,2,5.616194859496845e-06
436,"40.00354401272244,-75.17426022537778",87429,,False,0.0,0.0010507442507187395,3776.0,1,1.1437852428827963e-05
437,"40.002296203416925,-75.17050813897423",64165,,False,2295.322046947024,0.0030074354005444927,5152.0,2,3.116964076989013e-05
438,"39.99891733666539,-75.16849031737486",93609,3.75,False,0.0,0.004112265179112124,6048.0,4,4.2730933991389714e-05
439,"39.99673154142931,-75.16978887358675",73856,4.5,False,0.0,0.002504205062060414,4192.0,2,2.7079722703639513e-05
440,"39.997642939498576,-75.17734662817713",59932,4.0,False,0.0,0.0035247807886735244,3152.0,1,1.668557698725222e-05
441,"39.99847551297347,-75.17514052393997",80095,,False,1475.523257591853,0.0020131423182509585,4224.0,5,6.242586928022972e-05
442,"39.99808025420562,-75.1722431545159",71079,2.0,False,2041.73013785634,0.0026943629578098723,3776.0,3,4.2206558899252944e-05
443,"40.02195174796377,-75.07655088704774",102596,2.5714285714285716,False,280.386569053868,0.01312551231485228,11360.0,3,2.9240906078209675e-05
444,"40.02280937434183,-75.07250917263514",145283,,False,0.0,0.013347165431309855,11008.0,2,1.3766235554056566e-05
445,"40.02064190613351,-75.09249154614068",162767,4.5,False,3295.188881450421,0.0,17456.0,5,3.071875748769714e-05
446,"40.02000720926884,-75.08959434992802",85633,,False,2010.2141904293821,0.0011283361647599006,14432.0,3,3.5033223173309356e-05
447,"40.01809419447422,-75.086746454353",194672,5.0,False,3267.1977287483683,0.004437780664587148,12256.0,5,2.5684227829374537e-05
448,"40.02073325342652,-75.08403850534623",105483,4.0,False,0.0,0.005740536240643827,16000.0,1,9.480200601044718e-06
449,"40.02649171647563,-75.08680515974862",215534,,False,264.504607426507,0.0047250135389606,21184.0,6,2.7837835329924746e-05
450,"40.024816276032304,-75.08338731720346",134340,,False,0.0,0.006326660304751135,11936.0,1,7.443799315170463e-06
451,"40.02428028857028,-75.078818924117",322765,3.375,False,2179.041704776476,0.008317515532420196,11712.0,3,9.294688085758989e-06
452,"40.0275668143357,-75.08045204531396",100326,3.5,False,1394.485448121676,0.01112878990979375,12512.0,4,3.9870023722664115e-05
453,"40.03839881232061,-75.0905699500569",191309,3.75,False,249.370197971962,0.006439552535171168,13376.0,1,5.22714561259533e-06
454,"40.03533111802161,-75.09002181213607",70867,4.5,False,1441.7120537619053,0.006392119236523583,12480.0,4,5.644376084778529e-05
455,"40.034280383389465,-75.08874427480879",49535,,False,100.598033694056,0.006491193265761401,11360.0,5,0.0001009387301907742
